"C_U_21_components"
"Iteration" "df-body etc.."
("Iteration" "df-body" "df-diffuser" "df-front_wheel" "df-front_wing" "df-nose" "df-rear_wheel" "df-rear_wing" "df-sidepod" "df-suspension" "drag-body" "drag-diffuser" "drag-front_wheel" "drag-front_wing" "drag-nose" "drag-rear_wheel" "drag-rear_wing" "drag-sidepod" "drag-suspension" "df-fw-1" "df-fw-2" "df-fw-3" "df-fw-4" "df-fw-e" "df-s-wlot" "df-s-1" "df-s-2" "df-s-e" "df-rw-1" "df-rw-2" "df-rw-3" "df-rw-4" "df-rw-e" "drag-fw-1" "drag-fw-2" "drag-fw-3" "drag-fw-4" "drag-fw-e" "drag-s-wlot" "drag-s-1" "drag-s-2" "drag-s-e" "drag-rw-1" "drag-rw-2" "drag-rw-3" "drag-rw-4" "drag-rw-e")
816 1.981607 46.67577 -1.299206 90.07481 -3.411477 -1.724741 89.28019 50.18876 -0.6659724 18.41044 5.099069 4.7588 10.40074 3.534119 2.148869 35.11631 8.898382 2.995086 51.39504 25.288 7.721574 2.754528 2.915525 -6.203083 34.47151 1.755949 20.83038 58.3719 25.9321 4.021938 3.538812 -2.584499 -1.860907 5.090245 3.839557 2.215076 1.116773 -5.421997 6.308271 0.9904615 4.026556 4.024415 19.95725 8.569936 2.01355 0.5511696
817 1.981856 46.67566 -1.298669 90.0758 -3.411649 -1.724828 89.28416 50.18748 -0.6660498 18.41197 5.099019 4.758892 10.40075 3.534142 2.14895 35.11729 8.896512 2.995008 51.39556 25.28842 7.721638 2.754549 2.915478 -6.203729 34.47168 1.755916 20.8297 58.37639 25.93471 4.022351 3.534953 -2.584192 -1.860949 5.090274 3.839569 2.215085 1.11677 -5.423285 6.30796 0.9904429 4.026382 4.024438 19.95915 8.57068 2.011827 0.5512179
818 1.982146 46.67553 -1.298097 90.07664 -3.411766 -1.724909 89.28798 50.1862 -0.6661289 18.41374 5.098968 4.759048 10.40076 3.534158 2.149036 35.11794 8.894364 2.99493 51.39602 25.28879 7.721694 2.754571 2.915411 -6.204339 34.47184 1.755838 20.82902 58.38089 25.93721 4.02271 3.531154 -2.583929 -1.860988 5.090307 3.839585 2.215097 1.116762 -5.424788 6.307635 0.9903895 4.026194 4.024371 19.96089 8.57132 2.010122 0.5512515
819 1.982571 46.67541 -1.297494 90.07729 -3.411836 -1.724973 89.2915 50.18492 -0.6662081 18.41554 5.098917 4.759272 10.40078 3.534169 2.149118 35.11823 8.892005 2.994851 51.39638 25.2891 7.721735 2.754595 2.915323 -6.204905 34.47199 1.755713 20.82836 58.38529 25.93954 4.023008 3.527438 -2.583723 -1.861021 5.09034 3.839602 2.215111 1.11675 -5.426454 6.307307 0.9903022 4.025994 4.024246 19.96247 8.571839 2.00844 0.5512646
820 1.983015 46.6753 -1.296868 90.07773 -3.41186 -1.725012 89.29451 50.18366 -0.666285 18.4174 5.098867 4.75956 10.4008 3.534177 2.149191 35.11816 8.889499 2.994772 51.39664 25.28934 7.721755 2.754616 2.915211 -6.20541 34.47213 1.755545 20.82771 58.38948 25.94165 4.023237 3.523779 -2.58358 -1.861049 5.090373 3.839619 2.215127 1.116734 -5.428236 6.306989 0.9901832 4.025786 4.024095 19.96384 8.572227 2.006766 0.5512537
821 1.983327 46.67522 -1.296224 90.0779 -3.41184 -1.725018 89.2969 50.18243 -0.6663563 18.41956 5.098817 4.759909 10.40082 3.53418 2.149246 35.11769 8.886905 2.994695 51.39677 25.2895 7.721753 2.754636 2.915078 -6.205846 34.47226 1.755333 20.82708 58.39341 25.94349 4.023393 3.520133 -2.583478 -1.861068 5.090402 3.839634 2.215142 1.116714 -5.430093 6.306691 0.9900333 4.025574 4.023896 19.96501 8.572492 2.005087 0.5512257
822 1.983461 46.67517 -1.29557 90.07779 -3.411778 -1.724983 89.29883 50.18121 -0.6664162 18.42219 5.09877 4.760316 10.40084 3.534179 2.149274 35.11687 8.884253 2.994621 51.39675 25.28958 7.721731 2.754652 2.914924 -6.206213 34.47235 1.755074 20.82644 58.3972 25.9451 4.023486 3.516497 -2.583394 -1.861077 5.090427 3.839645 2.215157 1.116689 -5.432008 6.306424 0.9898521 4.02536 4.023615 19.96603 8.572658 2.00341 0.5511896
823 1.983514 46.67516 -1.29492 90.07739 -3.411685 -1.724902 89.30056 50.17997 -0.6664639 18.42506 5.098726 4.760776 10.40085 3.534174 2.149269 35.1159 8.881559 2.994549 51.39657 25.28956 7.721687 2.754666 2.914749 -6.206512 34.47239 1.754768 20.82582 58.40098 25.94655 4.023534 3.512909 -2.583345 -1.861075 5.090443 3.839652 2.21517 1.116661 -5.433981 6.306198 0.9896414 4.025147 4.023303 19.96698 8.572769 2.00174 0.5511404
824 1.983435 46.67516 -1.294285 90.07669 -3.411577 -1.724771 89.30228 50.17873 -0.6665007 18.42796 5.098685 4.761275 10.40085 3.534163 2.149239 35.11495 8.878825 2.994481 51.39624 25.28944 7.721621 2.754679 2.914553 -6.206717 34.47235 1.75442 20.82521 58.40483 25.94795 4.023558 3.509331 -2.583339 -1.861062 5.090451 3.839651 2.215182 1.11663 -5.436027 6.306019 0.9894055 4.024941 4.023042 19.96793 8.572875 2.000052 0.5510763
825 1.983127 46.67513 -1.293675 90.0757 -3.411467 -1.724593 89.30399 50.17752 -0.6665251 18.431 5.098648 4.761801 10.40085 3.53415 2.149186 35.1141 8.876069 2.994421 51.39575 25.28923 7.721532 2.754692 2.914339 -6.206781 34.4722 1.754036 20.82462 58.40879 25.94937 4.023574 3.50566 -2.583347 -1.861039 5.09045 3.839643 2.215193 1.1166 -5.438151 6.305894 0.9891503 4.024752 4.022845 19.96896 8.573009 1.998311 0.5510086
826 1.982569 46.67506 -1.2931 90.07447 -3.411369 -1.724368 89.30576 50.17637 -0.6665344 18.43442 5.098616 4.762335 10.40084 3.534137 2.149102 35.11332 8.87331 2.994369 51.39512 25.28896 7.721429 2.754709 2.914114 -6.20668 34.47194 1.753619 20.82406 58.41285 25.95085 4.023595 3.501848 -2.583322 -1.861004 5.090442 3.839627 2.215206 1.116574 -5.440355 6.305825 0.9888783 4.02459 4.022624 19.97006 8.573192 1.996516 0.5509557
827 1.981919 46.67492 -1.29257 90.07307 -3.411297 -1.724099 89.30769 50.1753 -0.6665312 18.43812 5.098584 4.76286 10.40085 3.534124 2.148977 35.11261 8.870565 2.994322 51.39437 25.28862 7.721321 2.754732 2.913887 -6.206402 34.47156 1.753176 20.82353 58.41701 25.95239 4.023623 3.498001 -2.583289 -1.86096 5.090431 3.839607 2.21522 1.116555 -5.442639 6.305815 0.9885957 4.024468 4.022356 19.97124 8.573423 1.994704 0.5509104
828 1.981186 46.67464 -1.292098 90.07159 -3.411265 -1.723788 89.30981 50.17437 -0.6665233 18.4416 5.098547 4.763361 10.40088 3.534112 2.14881 35.11203 8.867871 2.994275 51.39354 25.28826 7.721218 2.754761 2.913664 -6.205941 34.47108 1.752719 20.82307 58.4213 25.95403 4.023658 3.494133 -2.583276 -1.86091 5.090419 3.839586 2.215237 1.116544 -5.444988 6.305867 0.9883107 4.024403 4.022128 19.9725 8.573706 1.992863 0.5508601
829 1.980314 46.67419 -1.291692 90.07009 -3.411273 -1.723446 89.31195 50.17357 -0.6665163 18.44461 5.098505 4.76382 10.40092 3.5341 2.148618 35.11166 8.86527 2.994234 51.39268 25.28789 7.721131 2.754798 2.913454 -6.205297 34.47049 1.752262 20.82266 58.42562 25.95579 4.023698 3.490154 -2.583253 -1.860855 5.09041 3.839567 2.215257 1.116543 -5.44738 6.30597 0.988031 4.024411 4.022045 19.97384 8.574035 1.99095 0.5508155
830 1.979253 46.67356 -1.291355 90.06864 -3.41131 -1.723082 89.31409 50.17289 -0.6665129 18.4473 5.098454 4.764226 10.40098 3.534088 2.148398 35.11146 8.862827 2.9942 51.39182 25.28751 7.721068 2.754841 2.913262 -6.204507 34.46982 1.75181 20.82231 58.42992 25.95766 4.023742 3.485965 -2.583148 -1.860799 5.090404 3.839555 2.215278 1.116549 -5.449754 6.306111 0.9877595 4.024508 4.022058 19.97526 8.57441 1.988954 0.5508062
831 1.978128 46.67281 -1.291094 90.06725 -3.411356 -1.7227 89.31637 50.17228 -0.6665173 18.44986 5.098394 4.764578 10.40107 3.534074 2.148129 35.11139 8.860644 2.994166 51.39096 25.28715 7.721033 2.754885 2.913086 -6.203656 34.46909 1.751376 20.82202 58.43423 25.95966 4.023792 3.481683 -2.582957 -1.860741 5.090399 3.839552 2.2153 1.116561 -5.452021 6.306275 0.9875033 4.024716 4.022068 19.97674 8.574835 1.986933 0.5508357
832 1.977123 46.67193 -1.29091 90.06593 -3.411389 -1.722306 89.31878 50.17174 -0.6665335 18.4521 5.098323 4.764874 10.40116 3.534055 2.147806 35.11147 8.858809 2.994128 51.39013 25.28679 7.721023 2.754929 2.912922 -6.202825 34.46839 1.750975 20.82178 58.43857 25.96176 4.023853 3.477379 -2.58274 -1.860682 5.090396 3.839557 2.21532 1.116574 -5.454082 6.30644 0.9872724 4.025045 4.022123 19.97828 8.575313 1.984897 0.5508811
833 1.97616 46.67099 -1.290791 90.06468 -3.411389 -1.721908 89.32127 50.1713 -0.6665604 18.45382 5.098244 4.765112 10.40127 3.53403 2.147445 35.11176 8.857379 2.994087 51.38934 25.28643 7.721035 2.754972 2.912764 -6.20205 34.46773 1.750616 20.8216 58.44287 25.96397 4.023928 3.473033 -2.58251 -1.860626 5.090394 3.839572 2.215341 1.116588 -5.455855 6.306581 0.9870707 4.025492 4.022317 19.97987 8.575836 1.982827 0.5509365
834 1.975293 46.67001 -1.290729 90.06347 -3.411349 -1.721514 89.32364 50.17096 -0.6665918 18.45493 5.09816 4.765297 10.40137 3.534001 2.14706 35.11225 8.856433 2.994048 51.38858 25.28607 7.72107 2.75501 2.912604 -6.201373 34.46716 1.750298 20.8215 58.44697 25.96626 4.02401 3.468641 -2.582211 -1.86057 5.090388 3.839596 2.215358 1.1166 -5.457261 6.306682 0.9868984 4.02606 4.022672 19.98146 8.576383 1.980732 0.5510244
835 1.974652 46.66908 -1.29072 90.06226 -3.411278 -1.721123 89.3258 50.17072 -0.6666201 18.4556 5.098075 4.76543 10.40145 3.53397 2.146639 35.11278 8.856009 2.994011 51.38783 25.28571 7.721114 2.75504 2.912431 -6.200826 34.46672 1.750026 20.82145 58.45076 25.96851 4.024089 3.464279 -2.58181 -1.860516 5.090377 3.839621 2.21537 1.116606 -5.458251 6.306744 0.9867582 4.026744 4.023067 19.983 8.576917 1.978663 0.5511588
836 1.974375 46.66825 -1.29074 90.06107 -3.41119 -1.720732 89.32774 50.1706 -0.6666438 18.45593 5.097997 4.76552 10.40152 3.533937 2.146176 35.11323 8.856091 2.99397 51.38712 25.28535 7.721159 2.755065 2.912239 -6.200418 34.46642 1.749802 20.82148 58.45425 25.97067 4.024161 3.460068 -2.581368 -1.860464 5.090357 3.839646 2.21538 1.116604 -5.458836 6.306773 0.9866523 4.027527 4.023431 19.98442 8.577421 1.976662 0.5513173
837 1.974382 46.66763 -1.290773 90.05987 -3.4111 -1.720336 89.32941 50.1707 -0.6666666 18.45583 5.09793 4.765571 10.40156 3.533906 2.14567 35.1136 8.856648 2.993924 51.38643 25.28499 7.721199 2.755088 2.912021 -6.200131 34.46632 1.749633 20.82158 58.45742 25.97269 4.024222 3.456069 -2.580953 -1.860416 5.09033 3.839667 2.215389 1.116597 -5.459058 6.306795 0.9865839 4.0284 4.023823 19.98572 8.577882 1.974725 0.5514705
838 1.974433 46.66722 -1.290811 90.05867 -3.411015 -1.71993 89.33066 50.17104 -0.6666873 18.45528 5.097875 4.765588 10.40158 3.533876 2.145136 35.11386 8.857633 2.993876 51.38576 25.28465 7.721232 2.75511 2.911773 -6.199947 34.46643 1.749524 20.82175 58.46022 25.97455 4.024267 3.452214 -2.580548 -1.860371 5.090292 3.839684 2.215397 1.116581 -5.458981 6.306831 0.9865569 4.029346 4.024295 19.98687 8.578279 1.972822 0.5516215
839 1.97463 46.6671 -1.29085 90.0575 -3.410946 -1.719511 89.33126 50.17161 -0.6667018 18.45444 5.097834 4.765581 10.40157 3.533852 2.144578 35.11391 8.858996 2.993829 51.38512 25.28434 7.721259 2.755135 2.911492 -6.199863 34.46675 1.749472 20.82198 58.46247 25.97618 4.024289 3.448467 -2.580107 -1.860328 5.090245 3.839697 2.215407 1.116555 -5.458651 6.306896 0.9865712 4.030349 4.024785 19.98782 8.578588 1.970955 0.5517865
840 1.975133 46.66727 -1.290892 90.05633 -3.410915 -1.719068 89.33109 50.1724 -0.6667089 18.45351 5.09781 4.765564 10.40154 3.533836 2.143992 35.11365 8.860662 2.993776 51.38452 25.28404 7.721277 2.755162 2.911176 -6.19989 34.4673 1.749475 20.82225 58.46405 25.97752 4.02428 3.444906 -2.579626 -1.860289 5.090187 3.839704 2.21542 1.116519 -5.458125 6.306999 0.9866266 4.031384 4.025204 19.98856 8.578789 1.969161 0.5519652
841 1.976068 46.66773 -1.290943 90.0552 -3.410941 -1.718597 89.33011 50.17341 -0.6667116 18.45242 5.097795 4.765547 10.40147 3.533831 2.143384 35.11313 8.862544 2.993713 51.38395 25.28378 7.721283 2.755194 2.910827 -6.200016 34.46808 1.749538 20.82256 58.46491 25.97854 4.024239 3.441621 -2.579166 -1.860253 5.090117 3.839703 2.215436 1.116473 -5.457468 6.307142 0.9867278 4.032427 4.025614 19.98908 8.578883 1.967447 0.5521324
842 1.977104 46.66843 -1.291004 90.05411 -3.411035 -1.718094 89.32836 50.17462 -0.6667111 18.45101 5.097786 4.765534 10.40138 3.533837 2.142764 35.1124 8.864566 2.993642 51.38344 25.28357 7.721274 2.755234 2.910448 -6.200222 34.46904 1.749665 20.82288 58.46517 25.97927 4.024171 3.438506 -2.578727 -1.860222 5.090038 3.839693 2.215456 1.116418 -5.456731 6.307324 0.9868767 4.033453 4.026066 19.98942 8.578884 1.965762 0.5522842
843 1.978234 46.66932 -1.291079 90.05311 -3.411194 -1.717561 89.32592 50.17595 -0.6667057 18.44943 5.097783 4.76553 10.40127 3.533852 2.142148 35.11151 8.866643 2.993565 51.38298 25.2834 7.72126 2.755282 2.910045 -6.200495 34.47016 1.749849 20.82318 58.46491 25.97976 4.024087 3.435484 -2.578289 -1.860196 5.089952 3.839679 2.215483 1.116358 -5.455959 6.307534 0.9870699 4.034431 4.026562 19.98964 8.578817 1.964084 0.5524297
844 1.979538 46.67038 -1.291167 90.05224 -3.411411 -1.716998 89.32304 50.1773 -0.6666936 18.44795 5.097786 4.765536 10.40115 3.533874 2.141537 35.11052 8.868686 2.993478 51.3826 25.28329 7.721244 2.755339 2.90963 -6.200838 34.47137 1.750083 20.82341 58.46425 25.98012 4.024004 3.432546 -2.577839 -1.860177 5.089862 3.839664 2.215517 1.116294 -5.45519 6.307761 0.9873018 4.035334 4.027015 19.98981 8.578724 1.962423 0.5525758
845 1.981197 46.67153 -1.29127 90.05152 -3.411673 -1.716408 89.31998 50.1786 -0.6666784 18.44645 5.097789 4.765551 10.40104 3.533898 2.140949 35.10963 8.870609 2.993377 51.38231 25.28322 7.72123 2.755407 2.909213 -6.201234 34.47263 1.75037 20.82355 58.46332 25.98042 4.023937 3.429777 -2.577434 -1.860164 5.089773 3.83965 2.215559 1.116231 -5.454469 6.307994 0.9875725 4.036134 4.027501 19.99 8.578645 1.960797 0.5527034
846 1.982873 46.67271 -1.291387 90.051 -3.411951 -1.715798 89.317 50.17976 -0.6666628 18.4446 5.097787 4.765569 10.40094 3.533922 2.140402 35.10892 8.872339 2.993266 51.38212 25.28322 7.721221 2.755485 2.908803 -6.20166 34.47385 1.750709 20.82356 58.46235 25.9808 4.023902 3.427061 -2.577069 -1.860158 5.08969 3.83964 2.215608 1.116172 -5.453833 6.308219 0.9878777 4.036807 4.028085 19.99028 8.578616 1.959154 0.5528122
847 1.984412 46.67385 -1.291512 90.05068 -3.412213 -1.715179 89.31426 50.18068 -0.666648 18.44264 5.097784 4.765587 10.40088 3.533943 2.139909 35.10846 8.873813 2.99315 51.38203 25.28329 7.721225 2.755573 2.908412 -6.202097 34.47498 1.751088 20.8234 58.46147 25.98133 4.023908 3.424317 -2.576715 -1.860159 5.089622 3.839639 2.215665 1.116119 -5.453304 6.308422 0.9882093 4.037334 4.028747 19.99069 8.578655 1.957471 0.5529163
848 1.985783 46.67493 -1.291641 90.0506 -3.412436 -1.714555 89.31194 50.18126 -0.6666327 18.44113 5.09778 4.765603 10.40085 3.533961 2.139459 35.1081 8.874987 2.993027 51.38206 25.28344 7.721246 2.755668 2.908046 -6.202542 34.47594 1.751496 20.82304 58.46082 25.98203 4.023956 3.421528 -2.576352 -1.860163 5.089572 3.83965 2.215727 1.116073 -5.452897 6.308592 0.9885575 4.037705 4.029316 19.99125 8.578769 1.955764 0.5530244
849 1.987155 46.67592 -1.291772 90.05076 -3.412614 -1.713933 89.31031 50.18145 -0.6666205 18.43996 5.097771 4.765618 10.40087 3.533975 2.139059 35.10789 8.875828 2.992896 51.38218 25.28367 7.721288 2.755768 2.907712 -6.202985 34.4767 1.751928 20.82247 58.46058 25.98296 4.02405 3.418802 -2.576032 -1.860172 5.089545 3.839673 2.215793 1.116036 -5.452623 6.308725 0.9889164 4.037912 4.029798 19.99196 8.578968 1.954063 0.553117
850 1.988516 46.67681 -1.291898 90.05121 -3.41277 -1.713297 89.3091 50.18129 -0.6666085 18.43869 5.097744 4.765621 10.40089 3.533989 2.138667 35.10771 8.876365 2.992759 51.38247 25.28399 7.721333 2.755857 2.907432 -6.203432 34.4773 1.752359 20.82171 58.46064 25.98404 4.024178 3.416019 -2.575727 -1.860191 5.089535 3.839697 2.215853 1.116003 -5.452466 6.308815 0.9892702 4.037986 4.030237 19.99276 8.579229 1.952306 0.5531948
851 1.989723 46.67749 -1.292002 90.05198 -3.412911 -1.712649 89.30815 50.18077 -0.6665985 18.43711 5.097712 4.765607 10.40092 3.534005 2.138298 35.10759 8.876598 2.992617 51.38291 25.2844 7.721379 2.755934 2.907218 -6.203892 34.47772 1.752788 20.82079 58.46092 25.98524 4.024332 3.413101 -2.575405 -1.86022 5.089543 3.839722 2.215906 1.115976 -5.452431 6.308848 0.9896164 4.037946 4.030705 19.99364 8.579542 1.950463 0.553265
852 1.99071 46.67779 -1.292084 90.0529 -3.413026 -1.712016 89.30763 50.17965 -0.6665949 18.43547 5.097669 4.765592 10.40097 3.534023 2.137999 35.10767 8.876473 2.992477 51.38343 25.28485 7.721431 2.756008 2.907047 -6.204338 34.47777 1.753207 20.81964 58.46157 25.98669 4.02452 3.409955 -2.575058 -1.860252 5.089571 3.839751 2.215955 1.115952 -5.45254 6.308808 0.9899492 4.037778 4.031236 19.99466 8.579922 1.948523 0.5533428
853 1.991382 46.6778 -1.292151 90.05389 -3.413111 -1.71141 89.30783 50.17789 -0.6665922 18.43423 5.097615 4.765597 10.40103 3.534041 2.137767 35.10791 8.876011 2.992342 51.38396 25.28531 7.72148 2.756077 2.906904 -6.204761 34.47745 1.753609 20.81822 58.4628 25.98838 4.024742 3.406652 -2.574703 -1.860288 5.089615 3.839784 2.215999 1.115928 -5.452783 6.308707 0.9902611 4.037481 4.031745 19.99585 8.580371 1.946535 0.5534293
854 1.991698 46.6776 -1.2922 90.05488 -3.413166 -1.710832 89.30885 50.17556 -0.6665899 18.43325 5.097553 4.765631 10.40111 3.534056 2.137593 35.10829 8.875247 2.992213 51.3845 25.28577 7.72153 2.75614 2.90679 -6.205162 34.47678 1.753993 20.81656 58.46469 25.9903 4.024988 3.403275 -2.574359 -1.860326 5.089673 3.839822 2.216039 1.115907 -5.453153 6.308563 0.9905491 4.037071 4.032227 19.99718 8.580871 1.944525 0.5535129
855 1.991546 46.67715 -1.292234 90.05584 -3.413189 -1.710286 89.31057 50.17266 -0.6665882 18.43222 5.097483 4.765696 10.4012 3.534067 2.137479 35.10883 8.874206 2.992092 51.38501 25.28621 7.721581 2.756198 2.906699 -6.205544 34.47578 1.754349 20.8147 58.46716 25.99242 4.025248 3.39979 -2.574016 -1.860362 5.089741 3.839864 2.216074 1.115887 -5.453641 6.308386 0.9908057 4.036561 4.032759 19.99862 8.581403 1.942477 0.5535944
856 1.990878 46.67643 -1.292252 90.05671 -3.413185 -1.709775 89.31268 50.16923 -0.6665853 18.43123 5.097403 4.765791 10.40129 3.534076 2.13742 35.10943 8.872926 2.991982 51.38546 25.2866 7.721632 2.756246 2.906632 -6.20591 34.47444 1.754664 20.81265 58.47003 25.99469 4.025505 3.396126 -2.573646 -1.860395 5.089816 3.839908 2.216103 1.115866 -5.454229 6.308181 0.9910224 4.035967 4.033344 20.00011 8.581936 1.940377 0.5536835
857 1.989811 46.67543 -1.292257 90.05746 -3.413155 -1.7093 89.31493 50.16529 -0.6665789 18.43052 5.097309 4.765923 10.40138 3.53408 2.137403 35.10998 8.871442 2.99188 51.38583 25.28695 7.721679 2.756284 2.906584 -6.206267 34.47279 1.754929 20.81045 58.4731 25.99701 4.025742 3.392352 -2.573243 -1.860423 5.089893 3.839953 2.216123 1.115845 -5.454895 6.307951 0.9911949 4.035307 4.033916 20.0016 8.582434 1.938267 0.5537838
858 1.988498 46.67411 -1.29225 90.05804 -3.413105 -1.708862 89.31716 50.16092 -0.6665713 18.42998 5.0972 4.766094 10.40147 3.534081 2.13742 35.11043 8.869772 2.991785 51.38609 25.28723 7.721719 2.75631 2.906551 -6.206612 34.47087 1.755142 20.80812 58.47618 25.99932 4.025939 3.388589 -2.572833 -1.860444 5.089972 3.839996 2.216135 1.115822 -5.455624 6.307693 0.9913213 4.034592 4.034466 20.00303 8.582867 1.936196 0.5538856
859 1.986893 46.67244 -1.292234 90.05844 -3.413042 -1.708466 89.31906 50.1562 -0.6665657 18.42929 5.097078 4.766303 10.40156 3.534079 2.137479 35.11077 8.867927 2.991698 51.38623 25.28745 7.721755 2.756326 2.90653 -6.206933 34.4687 1.755308 20.80572 58.47902 26.00154 4.026084 3.384867 -2.572422 -1.860456 5.090049 3.840037 2.216138 1.115796 -5.456405 6.307396 0.9914026 4.033832 4.035059 20.00436 8.583206 1.934172 0.553983
860 1.985047 46.67041 -1.292213 90.0586 -3.412977 -1.708116 89.32011 50.15116 -0.6665643 18.4284 5.096939 4.766546 10.40163 3.534075 2.137583 35.11089 8.865921 2.991621 51.38625 25.28758 7.721784 2.75633 2.906518 -6.207226 34.46627 1.75542 20.80329 58.48125 26.00357 4.026153 3.381154 -2.57199 -1.860459 5.09012 3.840073 2.216132 1.11577 -5.457231 6.307056 0.9914341 4.033036 4.035719 20.00551 8.583404 1.932186 0.5540813
861 1.983129 46.66803 -1.292192 90.05851 -3.412923 -1.707821 89.31992 50.14587 -0.6665633 18.42761 5.096787 4.766822 10.40168 3.53407 2.137734 35.11064 8.863773 2.991556 51.38612 25.28761 7.721801 2.756324 2.906511 -6.207493 34.46362 1.755468 20.80087 58.48255 26.0053 4.026127 3.377477 -2.571499 -1.860453 5.090179 3.8401 2.216118 1.115742 -5.458071 6.306665 0.9914097 4.03221 4.036349 20.00642 8.583418 1.930269 0.5541932
862 1.981416 46.66536 -1.292172 90.05814 -3.412887 -1.707575 89.3184 50.14046 -0.6665621 18.42703 5.09663 4.767124 10.40171 3.534068 2.13792 35.10998 8.861525 2.991503 51.38584 25.28754 7.7218 2.756309 2.906507 -6.207732 34.46082 1.755453 20.79852 58.48279 26.00664 4.025998 3.373983 -2.570973 -1.860439 5.090225 3.840118 2.216095 1.115716 -5.458906 6.306229 0.9913303 4.031363 4.036893 20.00707 8.583242 1.928479 0.5543102
863 1.979834 46.6625 -1.292159 90.05751 -3.412868 -1.707371 89.31566 50.13506 -0.6665646 18.42648 5.096472 4.767437 10.40172 3.534062 2.138132 35.10894 8.859218 2.991457 51.38541 25.28737 7.721785 2.756288 2.906504 -6.207939 34.45795 1.755376 20.79627 58.48209 26.00755 4.025763 3.37075 -2.570456 -1.860418 5.090258 3.840127 2.216067 1.115692 -5.459712 6.305758 0.9912 4.03051 4.037377 20.00745 8.582891 1.926834 0.5544146
864 1.978297 46.65951 -1.292155 90.05663 -3.412854 -1.707207 89.31178 50.12974 -0.6665711 18.42577 5.096315 4.76775 10.40171 3.534052 2.138372 35.10765 8.856911 2.991422 51.38487 25.28711 7.721753 2.756263 2.906502 -6.208106 34.45506 1.75524 20.79416 58.48056 26.00805 4.025429 3.367736 -2.569956 -1.860391 5.090279 3.840127 2.216035 1.11567 -5.460467 6.305263 0.9910232 4.029665 4.037872 20.00759 8.582399 1.925305 0.5545031
865 1.976844 46.65651 -1.292162 90.05556 -3.412827 -1.707078 89.30691 50.12459 -0.6665792 18.42511 5.096169 4.768053 10.4017 3.534038 2.138631 35.10614 8.854661 2.991401 51.38421 25.28676 7.721704 2.756235 2.906502 -6.208248 34.45222 1.755043 20.79219 58.4783 26.00822 4.025006 3.36486 -2.569439 -1.860356 5.090288 3.84012 2.216 1.115651 -5.461145 6.304752 0.9908016 4.028846 4.038324 20.00756 8.58181 1.923875 0.554592
866 1.975692 46.65364 -1.292184 90.0543 -3.412769 -1.706974 89.30137 50.11968 -0.6665891 18.42477 5.096045 4.768337 10.40167 3.534016 2.13889 35.10442 8.852516 2.99139 51.38346 25.28634 7.721646 2.756206 2.906505 -6.208377 34.44949 1.754788 20.79041 58.47551 26.00812 4.024502 3.362193 -2.568918 -1.860314 5.090289 3.840107 2.215963 1.115635 -5.461725 6.304235 0.9905409 4.028069 4.038642 20.00737 8.581161 1.922577 0.5546818
